ID,Tau,City,Town,Village,Q01,Q02,Q03,Q04,Q05,Q06,Q07,A1,A1A,A1B,A1C,A2,A3,A4,A4A,B1,B1A_1,B1A_2,B1A_3,B1A_4,B1A_5,B1A_6,B1A_7,B1A_8,B2,B3,B3A,B3B_1,B3B_2,B3B_3,B3B_4,B3B_5,B3B_6,B3B_7,B3B_8,B3B_9,B3B_10,B3B_11,B4,B5,B5A,B5B,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_10,B6_11,B6_12,B6_13,B6_14,B7,C1,C2,C3,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,F1,F2,F3,F4,F5,G1,G2,G3,H1,H1A,H1B,H1C,H1D,H1E,H2,H2A,H2B,H3,H4,H5,H5A,H6,H7,H8,H8A,H9,H9A,J1,J2,J3,J3A,J4,J4A,J5A,J5B,J6A,J6B,J6C,J6D,K1,K1A,K1B,K1C,K1D,K2,K2A,K2B,K2C,K2D,K3,K3A,K3B,K3C,K3D,K4,K4A,K4B,K4C,K4D,K5,K6,K7,K7A,K7B,K7C,K7D,M1,M2,M3,M4,M4A,M5,M5A,M6,M7,N1,N1A,N1B,N1C,N2,N2A,P1,P1A,P2,P2A,P3,P3A,Q1,Q1A,Q1B,Q1C,Q1D,Q2,Q3,R1,R2,S1,S2,S3,S4,S5,S5A,S5B,S5C,S5D,S6,S6A,S6B,S6BB,S7,S7A,S7B,S8,S9,S10,S10A,S10B,S11,S12,S12A,S13,S13A,S14,S15,S16,S17,Q166,Q167,S18,S19,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,T1_8,T1_9,T2A,T2B,T2C,T2D,T2E,T2EE_1,T2EE_2,T2EE_3,T2EE_4,T2EE_5,T2EE_6,T2EE_7,T2EE_8,T2EE_9,T2EE_10,T2F,T2FF_1,T2FF_2,T2FF_3,T2FF_4,T2FF_5,T2FF_6,T2FF_7,T2FF_8,T2FF_9,T2FF_10,T2G,T2GG_1,T2GG_2,T2GG_3,T2GG_4,T2GG_5,T2GG_6,T2GG_7,T2GG_8,T2GG_9,T2GG_10,T3,T4,T5,T6,T7,T8,T9_1,T9_2,T9_3,T9_4,T9_5,T9A,T10,Q192,Q193,SEX,AGE,EDU,Arear,w
3010801901206,3,1,108,108019,30,1,7,25,5,14,54,1,7,7,7,99,6,5,92,4,99,99,99,99,99,99,99,99,2,2,99,10,99,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,98,98,3,3,2,3,2,2,2,2,1,2,2,4,2,1,5,98,98,3,98,1,2,302,999,99,999,1,99,91,2,92,91,91,2,91,2,99,1,2,27,1,501,2,998,99,3,8,5,5,9,8,10,98,98,9,7,5,6,7,5,4,0,98,98,10,98,10,0,98,98,98,1,1,98,98,98,98,98,2,2,1,3,2,2,2,2,2,1,99,1,2,9,5,2,1,2,2,1,1,3,2,1,1,1,2,2,2,3,65,3,3,6,2,2,2,2,2,1,1,99,1,31,9999,8,1,2,1022,9999,1,2,6,4,0,1,1,1,1,1,15,24,2,1,3,99,99,99,99,99,99,99,99,2,2,2,2,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,4,3,3,1,3,99,99,99,99,10,1,1045,5,2,2,2,1,1.28949781977773
3010801902103,3,1,108,108019,25,3,7,27,7,15,5,1,7,1,1,3,98,92,99,3,3,5,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,97,91,95,3,2,2,96,96,2,2,98,98,3,98,4,2,3,3,1,3,3,98,1,1,998,999,99,999,1,99,91,91,93,91,91,2,91,2,99,96,99,992,999,404,92,403,92,6,6,7,7,7,7,5,6,6,5,5,3,6,5,5,5,5,7,6,5,5,7,5,5,5,5,96,3,98,98,98,98,98,2,2,6,3,3,3,3,3,3,2,2,99,99,6,6,1,1,2,2,96,96,3,3,3,3,3,2,3,1,3,65,2,2,8,2,2,2,2,2,1,3,2,1,7022,9999,1,1,2,31,9999,8,6,7,2,3,0,2,95,2,1,15,30,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1515,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,2,4,3,3,2,99,99,99,99,99,3,1045,5,1,2,3,1,1.0998848418848
3010801902304,3,1,108,108019,20,2,7,26,6,11,19,1,7,7,1,4,9,1,6,2,3,5,99,99,99,99,99,99,2,2,99,10,11,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,4,92,3,3,3,2,3,2,3,3,2,1,2,1,2,3,5,5,2,3,3,98,1,2,108,999,99,999,1,99,91,2,92,93,99,2,93,2,99,2,99,1,25,201,2,302,2,7,9,7,6,10,7,7,98,98,98,98,10,98,98,98,98,3,98,98,98,98,10,98,98,98,98,1,3,98,98,98,98,98,1,2,3,3,3,3,3,3,3,2,1,1,2,5,2,1,2,2,1,1,2,2,2,3,1,3,2,2,2,3,73,2,2,8,2,2,2,2,2,1,3,2,1,9012,9999,1,6,99,9999,9999,99,1,4,0,1,0,2,3,2,1,11,39,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,5,3,3,2,4,99,99,99,99,99,1,1045,5,1,1,3,1,1.26504698888493
3011101600305,3,1,111,111016,36,1,7,28,1,19,11,4,5,1,2,2,5,7,1,3,1,2,5,99,99,99,99,99,1,2,99,10,99,99,99,99,99,99,99,99,99,99,8,4,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,99,1,3,9,1,3,3,3,3,2,2,2,3,1,2,2,1,2,4,4,2,1,1,2,1,2,108,999,99,999,2,4,99,2,1,1,1,1,1,1,1,1,2,1,22,104,2,301,2,5,8,5,6,9,9,5,6,3,6,3,7,7,3,8,4,8,6,5,7,5,3,4,5,4,5,1,1,5,98,98,98,98,2,3,5,3,3,3,3,3,3,1,99,1,2,6,3,1,1,2,2,2,2,1,3,3,3,3,2,2,2,3,42,2,2,10,2,2,2,2,2,2,3,2,1,60,3051,7,1,2,60,2092,1,2,4,0,2,0,2,1,1,95,19,47,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,3,4,2,3,1,99,99,99,99,99,99,1056,3,2,4,4,1,.793892821006572
3011101601201,3,1,111,111016,70,3,8,1,5,18,10,2,7,7,7,99,6,6,92,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,3,10,2,3,3,4,1,3,3,3,3,3,3,1,2,5,5,1,98,1,2,1,1,218,999,99,999,1,99,92,1,5,2,2,2,2,1,2,1,1,3,992,202,92,501,92,7,1,10,7,0,3,2,9,1,10,1,4,5,5,5,5,5,0,5,0,5,10,3,9,3,8,2,2,98,98,98,98,98,1,1,4,1,1,4,4,1,1,1,99,2,1,0,10,2,1,1,2,2,1,2,1,2,2,2,4,5,2,4,43,2,2,10,2,1,1,2,2,3,3,2,1,1021,9999,1,1,2,31,9999,4,6,6,0,0,0,2,7,1,1,19,20,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,6,2,3,4,2,99,99,99,99,99,4,1098,3,1,4,4,1,.775700483973994
3011102800606,3,1,111,111028,38,1,7,22,2,21,8,1,7,7,1,2,7,92,99,4,99,99,99,99,99,99,99,99,2,2,99,2,8,99,99,99,99,99,99,99,99,99,92,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,98,98,3,3,3,3,3,2,3,3,98,3,98,4,2,4,4,98,98,3,98,1,2,108,999,99,999,2,4,99,2,1,93,99,2,1,1,1,2,99,1,21,992,99,999,99,6,7,4,6,6,5,5,98,98,98,98,5,6,5,6,5,6,5,5,5,5,3,3,4,3,4,98,3,98,98,98,98,98,1,3,6,2,3,3,3,2,3,2,2,99,99,6,4,1,1,3,3,96,96,1,3,3,3,1,2,3,1,2,46,2,2,4,2,2,2,2,2,2,3,2,1,5012,9999,1,1,3,5022,9999,1,2,3,0,0,0,2,2,1,1,21,46,2,1,10,99,99,99,99,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,4,4,4,3,2,1,99,99,99,99,99,99,1055,3,2,4,1,1,.844774718870125
3011202600401,3,1,112,112026,55,1,7,27,7,12,15,5,1,7,7,99,2,92,99,2,4,99,99,99,99,99,99,99,1,2,99,1,99,99,99,99,99,99,99,99,99,99,92,4,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,92,3,1,3,1,4,1,2,2,2,96,3,2,1,2,4,4,2,1,1,1,1,2,314,999,99,999,2,4,99,2,2,1,1,2,1,2,99,2,99,27,8,202,2,106,2,3,8,3,2,8,8,5,7,0,8,1,9,7,3,8,3,6,6,3,7,2,3,4,7,4,4,1,1,7,7,3,7,3,2,3,6,4,4,1,1,4,4,1,99,1,2,8,2,1,1,1,1,2,2,1,3,1,1,1,1,3,2,1,18,3,3,6,2,98,2,2,2,1,4,2,2,60,4011,7,3,2,9991,9995,91,1,1,0,0,0,2,1,1,1,13,10,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,6,2,3,4,1,99,99,99,99,99,99,1009,8,1,5,2,1,.949269510536206
3011202600402,3,1,112,112026,75,1,7,26,6,18,25,2,7,7,7,99,8,7,8,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,92,95,2,3,2,96,2,2,96,1,1,1,1,1,2,4,3,2,1,1,2,1,2,213,999,99,999,2,4,99,2,1,1,1,2,1,96,99,1,2,1,9,302,1,603,2,4,7,4,4,7,7,6,6,4,6,4,5,6,95,6,5,5,5,5,5,5,3,3,3,2,3,1,1,5,5,5,5,5,2,4,6,3,2,96,96,3,96,1,99,1,1,5,5,1,1,2,2,1,2,1,3,1,1,1,2,2,1,2,35,2,2,4,1,2,2,2,2,6,4,2,1,60,1092,7,1,2,60,7092,7,2,1,0,0,0,2,1,1,1,19,40,1,2,3,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,2,3,3,3,3,1,99,99,99,99,99,99,1001,8,1,5,1,1,.78521760826911
3011202600703,3,1,112,112026,50,2,7,27,7,11,20,1,7,7,7,99,1,92,99,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,4,92,3,2,1,1,3,1,3,2,2,1,3,2,4,3,4,3,2,1,1,98,1,95,999,999,99,999,2,4,99,95,95,95,95,96,95,96,99,2,99,1,14,107,98,992,99,5,7,5,6,6,6,10,9,1,8,2,10,8,3,8,3,4,6,4,7,5,10,7,6,7,6,98,98,5,5,5,5,5,2,3,3,3,96,2,2,3,3,2,2,99,99,7,7,1,1,3,3,96,96,2,3,3,3,3,1,3,2,3,50,2,2,8,1,2,2,2,2,1,3,2,1,8042,9999,1,1,2,31,9999,8,6,5,3,0,0,2,2,1,1,12,10,1,4,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,9991,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,1,3,4,3,2,99,99,99,99,99,1,1001,8,1,3,3,1,1.02394448749702
3011401300206,3,1,114,114013,51,1,7,14,1,16,42,7,7,7,7,99,92,92,99,4,99,99,99,99,99,99,99,99,4,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,91,91,3,3,2,3,3,3,4,3,3,3,3,1,4,5,5,98,98,98,98,1,1,210,999,99,999,1,99,92,1,5,2,91,2,2,1,2,1,1,998,999,995,99,999,99,10,0,10,10,0,0,98,98,98,98,98,10,98,10,98,10,10,98,10,98,10,10,10,10,98,10,2,2,98,98,98,98,98,1,1,98,98,98,3,3,2,2,1,99,2,2,0,10,2,98,98,98,2,1,98,98,98,1,2,4,5,1,3,44,2,2,1,1,2,2,2,2,1,3,2,1,31,9999,5,1,2,50,7032,5,2,4,0,0,0,2,1,1,1,17,33,2,2,10,99,99,99,99,99,99,99,99,2,2,1,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,5,5,4,3,1,2,3,99,99,99,3,4,1089,18,2,4,1,1,.844774718870125
3011401301001,3,1,114,114013,45,2,7,22,2,17,10,7,7,7,7,99,92,92,99,4,99,99,99,99,99,99,99,99,4,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,98,98,91,98,98,98,98,98,98,98,98,98,3,98,98,98,1,1,98,98,98,98,2,99,999,999,98,4,99,99,99,91,91,93,99,98,91,96,99,2,99,998,999,998,99,999,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,10,98,98,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,99,99,98,98,98,98,98,98,98,98,98,98,98,95,98,98,98,98,98,21,2,2,1,2,2,2,2,2,1,3,2,1,60,5022,7,1,2,31,9999,8,2,10,5,0,0,2,95,1,1,17,55,1,2,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,6,5,4,3,1,2,3,99,99,99,35,4,1089,4,1,5,1,1,.78521760826911
3011401601002,3,1,114,114016,50,1,7,31,4,20,15,2,7,7,2,3,6,6,1,2,5,99,99,99,99,99,99,99,1,1,2,2,3,99,99,99,99,99,99,99,99,99,92,1,2,99,1,3,5,8,99,99,99,99,99,99,99,99,99,99,1,2,6,13,3,3,3,4,1,3,4,3,3,2,2,1,2,4,4,1,1,1,1,1,1,307,999,99,999,1,99,92,1,5,2,1,1,93,2,99,2,99,22,24,201,92,107,92,9,2,6,10,2,3,95,95,95,95,95,5,7,4,5,4,10,1,8,1,8,5,8,4,8,4,2,2,3,10,0,10,3,1,2,4,2,3,3,3,3,3,2,2,99,99,3,5,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,52,2,2,13,2,2,2,2,2,4,3,2,1,2031,9999,1,1,2,31,9999,8,2,3,1,3,0,2,95,4,1,21,5,1,1,10,99,99,99,99,99,99,99,99,2,1,2,2,1,1010,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,2,3,4,1,99,99,99,99,99,99,1021,4,1,3,5,1,.835589059131984
3011401602603,3,1,114,114016,44,3,8,3,7,19,11,2,7,7,1,98,4,6,1,2,1,2,3,5,99,99,99,99,1,1,91,10,11,99,99,99,99,99,99,99,99,99,92,4,99,99,3,12,99,99,99,99,99,99,99,99,99,99,99,99,2,2,6,13,3,96,2,3,2,3,3,3,3,2,2,1,3,3,1,96,1,1,1,1,1,210,999,99,999,1,99,92,1,5,2,2,2,91,1,2,1,1,1,22,107,92,409,92,6,3,8,8,3,3,5,10,5,10,5,5,10,5,10,5,0,98,98,98,98,3,10,0,10,0,98,3,96,98,98,98,98,1,96,4,1,2,3,3,4,4,1,99,2,2,0,5,2,1,1,2,2,96,3,2,3,3,3,2,3,2,3,57,2,2,7,2,2,2,2,2,98,3,2,1,7092,9999,1,1,2,31,9999,8,2,2,0,0,0,2,96,2,1,19,55,1,1,5,99,99,99,99,99,99,99,99,2,1,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,5,3,3,3,2,99,99,99,99,99,4,1021,4,1,3,3,1,1.02394448749702
3011401602705,3,1,114,114016,66,2,8,3,7,13,45,5,1,1,1,2,5,1,2,3,1,99,99,99,99,99,99,99,1,1,91,1,6,11,99,99,99,99,99,99,99,99,92,2,98,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,4,10,1,1,2,96,2,2,96,2,96,2,2,2,2,5,5,2,1,1,1,1,2,314,999,99,999,2,4,99,2,2,1,1,2,1,96,99,1,2,21,9,702,2,107,2,3,7,0,7,10,10,6,6,4,5,4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,98,96,2,96,98,98,98,98,2,4,3,3,3,96,96,3,3,1,99,1,1,8,3,1,1,3,3,96,2,96,3,1,1,96,2,2,2,2,53,3,4,8,2,2,2,2,2,98,3,2,1,32,9999,2,1,2,7092,9999,1,6,6,1,2,0,2,96,1,1,14,51,2,1,10,99,99,99,99,99,99,99,99,2,1,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,3,3,3,2,99,99,99,99,99,4,1021,4,2,3,3,1,1.04795883788618
3011401602706,3,1,114,114016,40,3,8,3,7,19,58,1,1,1,7,99,4,92,99,3,1,5,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,11,2,4,3,3,3,2,3,3,3,2,3,3,2,4,4,3,1,1,1,1,2,99,999,999,92,999,99,99,99,91,91,2,2,2,2,2,99,2,99,6,9,107,92,998,99,8,8,5,10,9,10,2,10,0,9,1,2,8,8,8,8,2,8,8,7,7,9,2,5,4,5,2,3,5,9,1,8,2,1,3,4,2,2,3,3,2,3,2,2,99,99,5,5,1,1,2,2,2,2,3,3,1,2,2,2,2,2,3,60,2,2,13,2,2,2,2,2,1,3,2,2,2031,9999,1,1,2,7032,9999,1,1,4,2,1,0,95,8,2,1,20,38,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,4,3,3,3,2,99,99,99,99,99,2,1021,4,2,2,5,1,.918610408044032
3011403300107,3,1,114,114033,43,1,7,22,2,21,0,2,1,7,1,4,5,1,6,3,1,5,99,99,99,99,99,99,1,2,99,1,11,99,99,99,99,99,99,99,99,99,92,4,99,99,2,3,8,99,99,99,99,99,99,99,99,99,99,99,2,3,6,3,3,3,2,2,2,2,2,2,1,2,1,2,2,4,4,1,1,1,2,1,95,999,999,99,999,2,5,99,91,93,1,91,2,91,1,1,1,2,17,32,115,92,992,99,8,8,5,9,8,7,98,5,0,5,3,5,7,7,7,7,10,7,7,8,8,4,4,4,4,4,1,3,98,98,98,98,98,1,2,5,2,3,3,3,2,2,1,99,1,2,7,5,1,1,1,2,96,96,1,2,1,1,3,2,2,1,2,61,2,2,12,1,2,2,2,2,2,3,2,1,2031,9999,1,1,3,5012,9999,1,6,4,2,0,0,2,6,2,1,21,43,2,1,1,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,2,4,3,2,1,99,99,99,99,99,99,1017,4,2,2,5,1,.918610408044032
3011403301004,3,1,114,114033,56,1,7,22,2,19,26,3,2,3,1,3,2,6,5,2,1,5,2,3,4,99,99,99,1,2,99,8,7,99,99,99,99,99,99,99,99,99,8,4,99,99,3,8,99,99,99,99,99,99,99,99,99,99,99,99,1,2,6,4,1,1,1,4,1,3,3,3,3,3,3,2,3,1,5,1,3,3,1,1,1,108,999,99,999,1,99,92,1,92,2,2,2,2,2,99,2,99,37,1,302,92,107,92,5,5,5,5,5,5,5,10,0,10,0,10,5,5,5,5,10,0,0,0,0,0,10,0,10,0,2,96,6,3,7,4,6,2,3,4,1,1,4,4,2,4,1,99,2,3,5,7,2,1,1,2,2,2,2,2,2,2,2,2,4,2,4,73,2,2,8,2,1,2,2,1,1,3,2,1,7022,9999,1,6,99,9999,9999,99,6,7,0,0,0,2,2,1,1,20,22,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,2,1,4,3,4,99,99,99,99,99,4,1017,4,1,1,3,1,1.26504698888493
3011403301201,3,1,114,114033,68,3,7,31,4,11,40,2,7,7,2,3,11,1,2,3,1,99,99,99,99,99,99,99,2,2,99,10,99,99,99,99,99,99,99,99,99,99,92,4,99,99,1,3,99,99,99,99,99,99,99,99,99,99,99,99,1,4,92,1,1,3,1,96,1,3,3,2,2,2,2,2,4,5,5,1,1,1,1,1,95,999,999,99,999,2,4,99,2,2,1,1,2,1,2,99,2,99,5,992,508,92,107,92,3,5,3,3,5,5,5,5,3,5,4,5,5,5,7,7,10,5,3,5,5,5,8,5,5,5,1,1,5,10,0,5,5,2,95,5,1,4,3,96,4,4,95,95,99,99,6,4,3,1,2,2,96,96,1,2,1,1,1,2,2,1,3,42,2,2,4,2,2,2,2,2,6,4,2,1,60,7012,7,1,2,32,9999,8,6,6,1,0,0,2,2,1,1,12,48,1,4,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,2,2,4,3,2,99,99,99,99,99,1,1017,4,1,4,1,1,.825416405007554
3012000200401,3,1,120,120002,42,2,7,20,7,18,5,3,1,1,7,99,11,92,99,3,3,99,99,99,99,99,99,99,2,1,91,8,99,99,99,99,99,99,99,99,99,99,92,95,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,6,1,1,2,2,3,1,1,3,3,1,2,1,2,4,5,5,2,1,1,2,1,2,110,999,99,999,1,99,92,2,2,93,99,2,91,2,99,1,2,2,992,107,2,992,99,1,6,0,8,8,8,5,2,2,2,1,5,8,5,5,2,0,10,6,9,6,10,10,0,9,1,1,3,5,5,0,6,0,1,4,6,3,3,2,2,3,3,1,99,1,3,6,3,1,1,1,1,2,2,2,3,3,3,3,2,1,1,3,59,2,2,9,1,1,1,98,2,5,4,3,1,1022,9999,1,1,2,31,9999,8,6,4,2,10,32,1,95,1,2,18,47,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,5,3,3,3,1,99,99,99,99,99,99,1063,7,1,2,4,1,.979431943272572
3012800200104,3,1,128,128002,35,1,7,31,4,14,20,1,7,1,7,99,6,92,99,2,1,3,99,99,99,99,99,99,1,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,3,2,2,2,2,3,1,3,2,3,3,2,2,1,2,1,1,2,98,98,98,1,1,401,999,99,999,2,1,99,93,5,2,2,2,93,2,99,2,99,992,999,992,99,999,99,6,4,0,7,0,5,5,10,5,10,5,0,10,10,10,10,0,0,0,10,0,10,0,0,0,0,3,97,5,5,5,5,5,1,2,4,3,3,3,3,2,2,2,1,2,3,6,7,1,1,2,2,1,1,3,2,3,3,1,2,3,2,3,74,2,2,8,2,2,2,2,1,1,3,2,1,5012,9999,1,6,99,9999,9999,99,6,5,0,0,0,2,7,1,1,14,55,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,4,2,2,7,99,99,99,99,99,2,1038,8,1,1,3,1,1.26504698888493
3030102801104,3,3,301,301028,17,1,7,8,2,13,0,1,1,1,1,2,6,92,99,3,7,99,99,99,99,99,99,99,3,2,99,2,99,99,99,99,99,99,99,99,99,99,92,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,92,3,3,2,2,3,3,2,2,2,1,2,2,1,2,4,3,2,1,1,1,1,2,108,999,99,999,2,9,99,92,92,93,99,2,92,2,99,1,2,1,27,992,99,999,99,8,7,5,5,6,7,6,6,3,6,5,9,6,6,6,6,4,5,5,5,5,7,5,5,5,5,3,3,7,7,3,8,4,1,3,3,2,3,2,2,2,3,2,1,1,3,6,4,1,1,2,2,2,2,3,3,1,3,3,2,2,2,2,75,2,3,11,2,2,2,2,2,6,3,5,99,20,9999,6,6,99,9999,9999,99,1,4,0,0,0,2,5,2,2,13,17,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,5,3,4,3,1,99,99,99,99,99,99,1044,10,1,1,5,2,1.14924021487082
